,turnover,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,promotion,department,salary
1110,1.0,0.09,0.82,7,267.0,4,0,0,technical,low
1111,1.0,0.44,0.46,2,149.0,3,0,0,technical,low
1112,1.0,0.09,0.82,6,251.0,4,0,0,support,low
1113,1.0,0.1,0.87,6,306.0,4,0,0,support,medium
1114,1.0,0.11,0.86,6,279.0,4,0,0,support,medium
1115,1.0,0.42,0.46,2,131.0,3,0,0,support,medium
1116,1.0,0.09,0.85,6,260.0,4,0,0,support,medium
1117,1.0,0.72,0.88,5,249.0,5,0,0,support,medium
1118,1.0,0.75,0.97,4,245.0,5,0,0,support,medium
1119,1.0,0.44,0.5,2,138.0,3,0,0,support,medium
1120,1.0,0.11,0.91,6,278.0,4,0,0,support,medium
1121,1.0,0.38,0.47,2,147.0,3,0,0,support,medium
1122,1.0,0.39,0.57,2,131.0,3,0,0,support,medium
1123,1.0,0.1,0.9,7,301.0,4,0,0,technical,medium
1124,1.0,0.43,0.52,2,141.0,3,0,0,technical,medium
1125,1.0,0.39,0.57,2,158.0,3,0,0,technical,high
1126,1.0,0.88,0.87,4,235.0,6,0,0,management,low
1127,1.0,0.1,0.85,7,261.0,4,0,0,IT,medium
1128,1.0,0.1,0.89,5,270.0,4,0,0,IT,medium
1129,1.0,0.11,0.93,6,290.0,4,0,0,IT,medium
1130,1.0,0.37,0.47,2,149.0,3,0,0,IT,medium
1131,1.0,0.37,0.48,2,160.0,3,0,0,IT,low
1132,1.0,0.77,0.87,4,150.0,4,0,0,product_mng,low
1133,1.0,0.91,0.94,5,218.0,6,0,0,product_mng,low
1134,1.0,0.46,0.51,2,155.0,3,0,0,product_mng,low
1135,1.0,0.11,0.87,6,291.0,4,0,0,product_mng,low
1136,1.0,0.86,0.91,5,265.0,5,0,0,IT,low
1137,1.0,0.87,0.88,5,262.0,6,0,0,sales,low
1138,1.0,0.09,0.92,6,303.0,5,0,0,sales,low
1139,1.0,0.42,0.46,2,132.0,3,0,0,sales,low
1140,1.0,0.82,0.83,4,245.0,5,1,0,sales,low
1141,1.0,0.46,0.48,2,129.0,3,0,0,sales,low
1142,1.0,0.88,1.0,5,226.0,6,0,0,marketing,low
1143,1.0,0.1,0.91,6,286.0,4,0,0,marketing,low
1144,1.0,0.43,0.45,2,140.0,3,0,0,sales,low
1145,1.0,0.37,0.49,2,153.0,3,0,0,accounting,low
1146,1.0,0.8,0.95,5,217.0,5,0,0,support,low
1147,1.0,0.83,0.95,5,258.0,5,0,0,technical,low
1148,1.0,0.39,0.57,2,156.0,3,0,0,management,low
1149,1.0,0.77,0.92,5,255.0,5,0,0,marketing,low
1150,1.0,0.43,0.46,2,129.0,3,0,0,marketing,low
1151,1.0,0.79,0.96,4,234.0,5,0,0,marketing,low
1152,1.0,0.39,0.55,2,152.0,3,1,0,sales,medium
1153,1.0,0.1,0.88,7,300.0,4,0,0,sales,medium
1154,1.0,0.39,0.53,2,131.0,3,0,0,sales,medium
1155,1.0,0.11,0.89,6,301.0,4,0,0,sales,medium
1156,1.0,0.4,0.51,2,156.0,3,0,0,sales,medium
1157,1.0,0.42,0.52,2,141.0,3,1,0,sales,medium
1158,1.0,0.57,0.85,4,219.0,2,1,0,sales,medium
1159,1.0,0.11,0.95,7,269.0,5,0,0,sales,medium
1160,1.0,0.36,0.73,4,276.0,2,0,0,sales,medium
1161,1.0,0.11,0.94,7,302.0,4,0,0,sales,medium
1162,1.0,0.35,0.8,6,281.0,2,0,0,sales,medium
1163,1.0,0.78,0.99,5,241.0,5,0,0,sales,medium
1164,1.0,0.11,0.93,7,288.0,4,0,0,sales,high
1165,1.0,0.1,0.96,6,303.0,4,0,0,sales,low
1166,1.0,0.42,0.54,2,135.0,3,0,0,sales,medium
1167,1.0,0.43,0.5,2,127.0,3,1,0,sales,medium
1168,1.0,0.79,0.84,5,245.0,5,0,0,sales,medium
1169,1.0,0.45,0.45,2,145.0,3,0,0,sales,medium
1170,1.0,0.09,0.91,6,248.0,4,0,0,sales,low
1171,1.0,0.11,0.91,6,302.0,4,0,0,accounting,low
1172,1.0,0.45,0.49,2,144.0,3,0,0,accounting,low
1173,1.0,0.11,0.91,6,272.0,4,0,0,accounting,low
1174,1.0,0.09,0.8,6,294.0,4,0,0,hr,low
1175,1.0,0.78,0.71,4,296.0,3,0,0,hr,low
1176,1.0,0.38,0.5,2,151.0,3,1,0,hr,low
1177,1.0,0.82,0.82,4,249.0,5,0,0,hr,low
1178,1.0,0.85,0.89,4,221.0,5,0,0,technical,low
1179,1.0,0.45,0.46,2,146.0,3,0,0,technical,low
1180,1.0,0.77,0.89,5,243.0,5,0,0,technical,low
1181,1.0,0.39,0.5,2,127.0,3,0,0,technical,low
1182,1.0,0.91,0.9,4,245.0,5,0,0,technical,low
1183,1.0,0.11,0.77,6,264.0,4,0,0,technical,low
1184,1.0,0.46,0.45,2,143.0,3,0,0,technical,low
1185,1.0,0.43,0.49,2,135.0,3,0,0,technical,low
1186,1.0,0.11,0.96,6,262.0,4,1,0,technical,low
1187,1.0,0.1,0.93,6,299.0,4,0,0,technical,low
1188,1.0,0.09,0.8,5,279.0,4,0,0,technical,low
1189,1.0,0.36,0.51,2,155.0,3,0,0,support,low
1190,1.0,0.11,0.89,6,264.0,4,0,0,support,low
1191,1.0,0.09,0.77,6,256.0,5,0,0,support,medium
1192,1.0,0.44,0.51,2,129.0,3,0,0,support,medium
1193,1.0,0.73,0.97,5,217.0,6,0,0,support,medium
1194,1.0,0.21,0.58,7,203.0,5,0,0,support,medium
1195,1.0,0.8,0.85,4,264.0,5,0,0,support,medium
1196,1.0,0.37,0.55,2,159.0,3,0,0,support,medium
1197,1.0,0.79,0.96,5,218.0,5,0,0,support,medium
1198,1.0,0.09,0.8,6,298.0,4,0,0,support,medium
1199,1.0,0.75,0.74,6,134.0,3,0,0,support,medium
1200,1.0,0.83,1.0,5,263.0,5,0,0,technical,medium
1201,1.0,0.1,0.77,5,252.0,4,0,0,technical,medium
1202,1.0,0.44,0.55,2,136.0,3,0,0,technical,medium
1203,1.0,0.42,0.97,6,259.0,4,0,0,management,high
1204,1.0,0.43,0.56,2,158.0,3,0,0,IT,low
1205,1.0,0.09,0.84,7,307.0,4,0,0,IT,medium
1206,1.0,0.44,0.53,2,152.0,3,0,0,IT,medium
1207,1.0,0.81,0.98,5,237.0,5,0,0,IT,medium
1208,1.0,0.1,0.79,7,284.0,4,0,0,IT,medium
1209,1.0,0.1,0.93,6,243.0,4,0,0,product_mng,low
1210,1.0,0.11,0.83,6,268.0,4,0,0,product_mng,low
1211,1.0,0.09,0.77,6,244.0,4,0,0,product_mng,low
1212,1.0,0.75,0.83,5,262.0,5,0,0,product_mng,low
1213,1.0,0.38,0.55,2,134.0,3,0,0,IT,low
1214,1.0,0.09,0.87,7,278.0,4,0,0,IT,low
1215,1.0,0.74,0.97,5,238.0,5,0,0,IT,low
1216,1.0,0.44,0.56,2,127.0,3,0,0,IT,low
1217,1.0,0.76,0.95,4,259.0,5,0,0,RandD,low
1218,1.0,0.42,0.56,2,146.0,3,0,0,RandD,low
1219,1.0,0.75,1.0,4,243.0,5,0,0,RandD,low
1220,1.0,0.36,0.52,2,137.0,3,0,0,marketing,low
1221,1.0,0.75,0.93,5,229.0,5,0,0,sales,low
1222,1.0,0.4,0.46,2,134.0,3,0,0,accounting,low
1223,1.0,0.75,0.89,4,228.0,5,0,0,support,low
1224,1.0,0.09,0.84,6,301.0,4,0,0,technical,low
1225,1.0,0.39,0.46,2,127.0,3,0,0,management,low
1226,1.0,0.4,0.48,2,142.0,3,0,0,marketing,low
1227,1.0,0.39,0.54,2,131.0,3,0,0,marketing,low
1228,1.0,0.1,0.85,7,310.0,5,0,0,marketing,low
1229,1.0,0.42,0.55,2,148.0,3,0,0,sales,low
1230,1.0,0.37,0.52,2,143.0,3,0,0,sales,medium
1231,1.0,0.11,0.98,6,250.0,4,0,0,sales,medium
1232,1.0,0.09,0.88,7,265.0,4,0,0,sales,medium
1233,1.0,0.41,0.54,2,152.0,3,0,0,sales,medium
1234,1.0,0.42,0.49,2,145.0,3,0,0,sales,medium
1235,1.0,0.4,0.49,2,140.0,3,0,0,sales,medium
1236,1.0,0.36,0.47,2,129.0,3,0,0,sales,medium
1237,1.0,0.74,0.9,4,226.0,5,0,0,sales,medium
1238,1.0,0.66,1.0,5,269.0,5,0,0,sales,medium
1239,1.0,0.38,0.47,2,152.0,3,0,0,sales,medium
1240,1.0,0.43,0.51,2,132.0,3,0,0,sales,medium
1241,1.0,0.43,0.53,2,148.0,3,0,0,sales,medium
1242,1.0,0.1,0.85,6,297.0,5,0,0,sales,high
1243,1.0,0.82,0.85,4,274.0,5,0,0,sales,low
1244,1.0,0.1,0.77,6,280.0,4,0,0,sales,medium
1245,1.0,0.1,0.93,6,288.0,4,0,0,sales,medium
1246,1.0,0.43,0.49,2,155.0,3,0,0,sales,medium
1247,1.0,0.09,0.94,7,247.0,4,0,0,sales,medium
1248,1.0,0.41,0.54,2,138.0,3,0,0,accounting,low
1249,1.0,0.1,0.82,7,284.0,4,0,0,accounting,low
1250,1.0,0.88,0.92,4,225.0,5,0,0,accounting,low
1251,1.0,0.43,0.57,2,151.0,3,1,0,hr,low
1252,1.0,0.42,0.5,2,155.0,3,0,0,hr,low
1253,1.0,0.85,1.0,4,234.0,5,0,0,hr,low
1254,1.0,0.38,0.49,2,144.0,3,0,0,hr,low
1255,1.0,0.39,0.47,2,142.0,3,0,0,technical,low
1256,1.0,0.41,0.48,2,126.0,3,0,0,technical,low
1257,1.0,0.88,0.92,4,233.0,6,0,0,technical,low
1258,1.0,0.78,0.96,4,241.0,5,0,0,technical,low
1259,1.0,0.45,0.48,2,138.0,3,0,0,technical,low
1260,1.0,0.09,0.95,6,260.0,4,1,0,technical,low
1261,1.0,0.44,0.56,2,145.0,3,0,0,technical,low
1262,1.0,0.11,0.84,6,252.0,4,0,0,technical,low
1263,1.0,0.36,0.51,2,143.0,3,0,0,technical,low
1264,1.0,0.86,0.98,4,270.0,5,0,0,technical,low
1265,1.0,0.1,0.92,6,285.0,4,0,0,technical,low
1266,1.0,0.45,0.53,2,149.0,3,0,0,support,low
1267,1.0,0.42,0.53,2,158.0,3,0,0,support,low
1268,1.0,0.36,0.55,2,134.0,3,0,0,support,low
1269,1.0,0.45,0.55,2,129.0,3,0,0,support,medium
1270,1.0,0.38,0.57,2,131.0,3,0,0,support,medium
1271,1.0,0.11,0.97,6,288.0,4,0,0,support,medium
1272,1.0,0.45,0.46,2,142.0,3,0,0,support,medium
1273,1.0,0.87,0.95,5,227.0,5,0,0,support,medium
1274,1.0,0.45,0.53,2,131.0,3,0,0,support,medium
1275,1.0,0.1,0.83,6,283.0,5,0,0,support,medium
1276,1.0,0.44,0.54,2,139.0,3,0,0,support,medium
1277,1.0,0.78,1.0,4,267.0,5,0,0,technical,medium
1278,1.0,0.38,0.56,2,148.0,3,0,0,technical,medium
1279,1.0,0.85,0.84,5,272.0,6,0,0,technical,medium
1280,1.0,0.36,0.48,2,148.0,3,1,0,management,medium
1281,1.0,0.75,0.88,5,270.0,5,0,0,IT,high
1282,1.0,0.81,0.81,4,218.0,5,1,0,IT,low
1283,1.0,0.4,0.55,2,150.0,3,0,0,IT,medium
1284,1.0,0.83,0.83,5,260.0,5,0,0,IT,medium
1285,1.0,0.41,0.52,2,127.0,3,0,0,IT,medium
1286,1.0,0.42,0.57,2,134.0,3,0,0,product_mng,medium
1287,1.0,0.09,0.83,7,258.0,4,0,0,product_mng,low
1288,1.0,0.87,0.81,5,304.0,5,0,0,product_mng,low
1289,1.0,0.43,0.56,6,149.0,4,0,0,product_mng,low
1290,1.0,0.39,0.51,2,139.0,3,0,0,IT,low
1291,1.0,0.1,0.9,6,272.0,5,0,0,RandD,low
1292,1.0,0.41,0.52,2,132.0,3,0,0,RandD,low
1293,1.0,0.72,1.0,2,240.0,2,0,0,RandD,low
1294,1.0,0.44,0.55,2,137.0,3,0,0,RandD,low
1295,1.0,0.38,0.5,2,139.0,3,0,0,RandD,low
1296,1.0,0.46,0.52,2,148.0,3,0,0,RandD,low
1297,1.0,0.4,0.49,2,149.0,3,0,0,marketing,low
1298,1.0,0.45,0.45,2,131.0,3,0,0,sales,low
1299,1.0,0.89,0.89,5,262.0,5,0,0,accounting,low
1300,1.0,0.1,0.97,7,284.0,4,0,0,support,low
1301,1.0,0.46,0.48,2,161.0,3,0,0,technical,low
1302,1.0,0.09,0.78,7,290.0,4,0,0,management,low
1303,1.0,0.45,0.57,2,149.0,3,0,0,marketing,low
1304,1.0,0.89,0.98,4,242.0,6,0,0,marketing,low
1305,1.0,0.62,0.77,5,227.0,4,0,0,marketing,low
1306,1.0,0.11,0.93,6,276.0,4,0,0,sales,low
1307,1.0,0.44,0.5,2,135.0,3,0,0,sales,low
1308,1.0,0.09,0.94,6,266.0,4,0,0,sales,medium
1309,1.0,0.56,0.75,5,236.0,2,0,0,sales,medium
1310,1.0,0.77,0.89,4,270.0,5,0,0,sales,medium
1311,1.0,0.39,0.49,2,146.0,3,0,0,sales,medium
1312,1.0,0.1,0.92,5,272.0,4,0,0,sales,medium
1313,1.0,0.72,0.85,5,246.0,5,0,0,sales,medium
1314,1.0,0.4,0.52,2,136.0,3,0,0,sales,medium
1315,1.0,0.11,0.81,6,260.0,4,0,0,sales,medium
1316,1.0,0.88,1.0,5,247.0,5,0,0,sales,medium
1317,1.0,0.37,0.51,2,127.0,3,0,0,sales,medium
1318,1.0,0.11,0.96,6,267.0,4,0,0,sales,medium
1319,1.0,0.4,0.52,2,143.0,3,0,0,sales,medium
1320,1.0,0.1,0.86,6,306.0,4,0,0,sales,high
1321,1.0,0.62,0.89,3,131.0,4,0,0,sales,low
1322,1.0,0.78,0.86,4,249.0,5,0,0,sales,medium
1323,1.0,0.37,0.52,2,144.0,3,0,0,sales,medium
1324,1.0,0.76,0.82,4,254.0,5,1,0,sales,medium
1325,1.0,0.42,0.53,2,131.0,3,0,0,accounting,medium
1326,1.0,0.1,0.77,6,272.0,4,0,0,accounting,low
1327,1.0,0.42,0.47,2,157.0,3,0,0,accounting,low
1328,1.0,0.1,0.96,7,301.0,4,0,0,hr,low
1329,1.0,0.1,0.81,6,252.0,4,0,0,hr,low
1330,1.0,0.42,0.47,2,130.0,3,0,0,hr,low
1331,1.0,0.09,0.86,6,297.0,4,0,0,hr,low
1332,1.0,0.1,0.8,6,248.0,4,0,0,technical,low
1333,1.0,0.11,0.89,7,257.0,4,0,0,technical,low
1334,1.0,0.44,0.53,2,147.0,3,0,0,technical,low
1335,1.0,0.87,0.9,3,307.0,5,0,0,technical,low
1336,1.0,0.44,0.46,2,154.0,3,0,0,technical,low
1337,1.0,0.41,0.56,2,143.0,3,0,0,technical,low
1338,1.0,0.51,0.79,4,134.0,3,0,0,technical,low
1339,1.0,0.89,0.96,5,221.0,5,0,0,technical,low
1340,1.0,0.1,0.96,6,275.0,4,0,0,technical,low
1341,1.0,0.9,0.94,5,247.0,5,0,0,technical,low
1342,1.0,0.36,0.55,2,131.0,3,0,0,technical,low
1343,1.0,0.44,0.54,2,150.0,3,0,0,support,low
1344,1.0,0.39,0.57,2,150.0,3,0,0,support,low
1345,1.0,0.38,1.0,5,137.0,4,0,0,support,low
1346,1.0,0.73,0.95,4,223.0,6,0,0,support,low
1347,1.0,0.1,0.96,6,292.0,4,0,0,support,medium
1348,1.0,0.89,0.83,5,130.0,4,1,0,support,medium
1349,1.0,0.87,0.85,5,221.0,6,0,0,support,medium
1350,1.0,0.84,0.89,4,245.0,5,1,0,support,medium
1351,1.0,0.11,0.77,6,274.0,4,0,0,support,medium
1352,1.0,0.74,1.0,5,248.0,5,0,0,support,medium
1353,1.0,0.79,0.97,4,243.0,5,0,0,support,medium
1354,1.0,0.1,0.92,7,273.0,4,0,0,technical,medium
1355,1.0,0.83,0.95,5,221.0,5,0,0,technical,medium
1356,1.0,0.1,0.79,6,271.0,4,0,0,technical,medium
1357,1.0,0.45,0.5,2,157.0,3,0,0,management,medium
1358,1.0,0.29,0.48,2,249.0,4,0,0,IT,medium
1359,1.0,0.46,0.46,2,145.0,3,0,0,IT,high
1360,1.0,0.11,0.83,6,262.0,5,0,0,IT,low
1361,1.0,0.75,0.89,5,272.0,5,0,0,IT,medium
1362,1.0,0.4,0.5,2,129.0,3,0,0,IT,medium
1363,1.0,0.37,0.46,2,134.0,3,0,0,product_mng,medium
1364,1.0,0.41,0.52,2,147.0,3,0,0,product_mng,medium
1365,1.0,0.1,0.83,6,293.0,4,0,0,product_mng,low
1366,1.0,0.39,0.52,2,129.0,3,0,0,product_mng,low
1367,1.0,0.4,0.45,2,140.0,3,0,0,IT,low
1368,1.0,0.41,0.52,2,132.0,3,0,0,RandD,low
1369,1.0,0.11,0.89,6,284.0,4,0,0,RandD,low
1370,1.0,0.74,0.99,5,263.0,5,0,0,RandD,low
1371,1.0,0.42,0.46,2,143.0,3,0,0,RandD,low
1372,1.0,0.88,0.88,4,265.0,5,0,0,RandD,low
1373,1.0,0.37,0.53,2,147.0,3,0,0,RandD,low
1374,1.0,0.78,0.81,4,253.0,5,0,0,marketing,low
1375,1.0,0.46,0.5,2,141.0,3,0,0,sales,low
1376,1.0,0.74,1.0,5,222.0,6,0,0,accounting,low
1377,1.0,0.11,0.86,6,273.0,4,1,0,support,low
1378,1.0,0.8,0.87,5,240.0,6,0,0,technical,low
1379,1.0,0.37,0.48,2,154.0,3,0,0,management,low
1380,1.0,0.87,0.92,4,253.0,6,0,0,marketing,low
1381,1.0,0.9,0.84,5,221.0,5,0,0,marketing,low
1382,1.0,0.1,0.88,6,263.0,4,0,0,marketing,low
1383,1.0,0.43,0.46,2,145.0,3,0,0,sales,low
1384,1.0,0.11,0.91,6,279.0,4,0,0,sales,low
1385,1.0,0.4,0.46,2,146.0,3,0,0,sales,low
1386,1.0,0.09,0.93,7,270.0,4,0,0,sales,medium
1387,1.0,0.4,0.5,2,135.0,3,0,0,sales,medium
1388,1.0,0.14,0.7,5,236.0,3,0,0,sales,medium
1389,1.0,0.4,0.49,2,151.0,3,0,0,sales,medium
1390,1.0,0.11,0.79,6,244.0,4,1,0,sales,medium
1391,1.0,0.72,1.0,4,169.0,3,0,0,sales,medium
1392,1.0,0.39,0.57,2,157.0,3,0,0,sales,medium
1393,1.0,0.82,0.93,4,246.0,5,0,0,sales,medium
1394,1.0,0.41,0.52,2,142.0,3,0,0,sales,medium
1395,1.0,0.45,0.51,2,156.0,3,0,0,sales,medium
1396,1.0,0.2,0.7,6,281.0,5,0,0,sales,medium
1397,1.0,0.43,0.53,2,146.0,3,0,0,sales,medium
1398,1.0,0.39,0.55,2,156.0,3,0,0,sales,high
1399,1.0,0.11,0.86,6,299.0,4,1,0,sales,low
1400,1.0,0.45,0.47,2,136.0,3,0,0,sales,medium
1401,1.0,0.11,0.87,6,272.0,4,0,0,sales,medium
1402,1.0,0.84,0.86,5,240.0,5,0,0,accounting,medium
1403,1.0,0.86,0.96,5,245.0,6,0,0,accounting,medium
1404,1.0,0.79,0.93,5,269.0,5,0,0,accounting,low
1405,1.0,0.39,0.57,2,130.0,3,0,0,hr,low
1406,1.0,0.15,0.62,4,257.0,3,0,0,hr,low
1407,1.0,0.81,1.0,4,241.0,5,0,0,hr,low
1408,1.0,0.39,0.53,2,136.0,3,0,0,hr,low
1409,1.0,0.92,0.94,4,219.0,5,0,0,technical,low
1410,1.0,0.9,0.98,5,271.0,5,0,0,technical,low
1411,1.0,0.32,0.6,2,280.0,4,0,0,technical,low
1412,1.0,0.46,0.46,2,140.0,3,0,0,technical,low
1413,1.0,0.83,0.98,4,254.0,5,0,0,technical,low
1414,1.0,0.39,0.47,2,131.0,3,0,0,technical,low
1415,1.0,0.2,0.9,6,138.0,3,0,0,technical,low
1416,1.0,0.11,0.85,6,295.0,4,0,0,technical,low
1417,1.0,0.11,0.96,6,301.0,5,0,0,technical,low
1418,1.0,0.1,0.95,7,296.0,4,0,0,technical,low
1419,1.0,0.75,0.87,5,246.0,5,0,0,technical,low
1420,1.0,0.44,0.57,2,145.0,3,0,0,support,low
1421,1.0,0.86,0.93,5,241.0,5,1,0,support,low
1422,1.0,0.1,0.82,6,269.0,4,0,0,support,low
1423,1.0,0.39,0.49,2,146.0,3,0,0,support,low
1424,1.0,0.45,0.48,2,149.0,3,0,0,support,low
1425,1.0,0.1,0.94,7,287.0,4,0,0,support,medium
1426,1.0,0.36,0.55,2,138.0,3,0,0,support,medium
1427,1.0,0.57,0.61,4,158.0,5,0,0,support,medium
1428,1.0,0.09,0.87,6,266.0,4,0,0,support,medium
1429,1.0,0.87,0.91,4,255.0,5,0,0,support,medium
1430,1.0,0.43,0.52,2,156.0,3,0,0,support,medium
1431,1.0,0.36,0.5,2,147.0,3,0,0,technical,medium
1432,1.0,0.91,0.99,5,265.0,5,1,0,technical,medium
1433,1.0,0.41,0.48,2,136.0,3,0,0,technical,medium
1434,1.0,0.37,0.52,2,140.0,3,0,0,management,medium
1435,1.0,0.43,0.45,2,146.0,3,0,0,IT,medium
1436,1.0,0.43,0.57,2,142.0,3,0,0,IT,medium
1437,1.0,0.4,0.53,2,155.0,3,0,0,IT,high
1438,1.0,0.1,0.89,7,285.0,4,0,0,IT,low
1439,1.0,0.76,0.99,4,253.0,5,1,0,IT,medium
1440,1.0,0.82,0.93,4,248.0,5,0,0,product_mng,medium
1441,1.0,0.11,0.83,7,255.0,5,0,0,product_mng,medium
1442,1.0,0.43,0.52,2,154.0,3,1,0,product_mng,medium
1443,1.0,0.11,0.88,7,305.0,4,0,0,product_mng,low
1444,1.0,0.41,0.48,2,141.0,3,0,0,IT,low
1445,1.0,0.73,0.87,5,252.0,5,0,0,RandD,low
1446,1.0,0.37,0.57,2,157.0,3,0,0,RandD,low
1447,1.0,0.11,0.89,6,250.0,4,0,0,RandD,low
1448,1.0,0.46,0.52,2,131.0,3,0,0,RandD,low
1449,1.0,0.41,0.5,2,149.0,3,0,0,RandD,low
1450,1.0,0.78,0.78,4,260.0,5,0,0,RandD,low
1451,1.0,0.78,0.86,5,260.0,6,0,0,marketing,low
1452,1.0,0.72,0.86,5,251.0,5,0,0,sales,low
1453,1.0,0.63,0.83,6,242.0,5,0,0,accounting,low
1454,1.0,0.55,1.0,6,136.0,3,0,0,support,low
1455,1.0,0.45,0.55,2,155.0,3,0,0,technical,low
1456,1.0,0.39,0.51,2,155.0,3,0,0,management,low
1457,1.0,0.1,0.81,6,248.0,4,0,0,marketing,low
1458,1.0,0.4,0.5,2,136.0,3,0,0,marketing,low
1459,1.0,0.39,0.54,2,133.0,3,0,0,marketing,low
1460,1.0,0.78,0.45,4,128.0,2,0,0,sales,low
1461,1.0,0.42,0.53,2,142.0,3,0,0,sales,low
1462,1.0,0.39,0.54,2,149.0,3,0,0,sales,low
1463,1.0,0.46,0.57,2,145.0,3,0,0,sales,low
1464,1.0,0.1,0.92,6,279.0,4,0,0,sales,medium
1465,1.0,0.45,0.47,2,146.0,3,0,0,sales,medium
1466,1.0,0.1,0.83,6,264.0,4,1,0,sales,medium
1467,1.0,0.1,0.89,7,272.0,4,0,0,sales,medium
1468,1.0,0.78,0.86,5,256.0,5,0,0,sales,medium
1469,1.0,0.4,0.65,2,296.0,5,0,0,sales,medium
1470,1.0,0.45,0.51,2,155.0,3,1,0,sales,medium
1471,1.0,0.39,0.56,2,130.0,3,0,0,sales,medium
1472,1.0,0.43,0.48,2,157.0,3,0,0,sales,medium
1473,1.0,0.09,0.96,6,245.0,4,0,0,sales,medium
1474,1.0,0.79,0.86,5,226.0,5,0,0,sales,medium
1475,1.0,0.44,0.47,2,156.0,3,1,0,sales,medium
1476,1.0,0.79,0.95,5,228.0,5,0,0,sales,high
1477,1.0,0.38,0.46,2,155.0,3,0,0,sales,low
1478,1.0,0.36,0.56,2,159.0,3,0,0,sales,medium
1479,1.0,0.39,0.57,2,142.0,3,0,0,accounting,medium
1480,1.0,0.09,0.93,6,271.0,4,0,0,accounting,medium
1481,1.0,0.16,0.65,4,277.0,5,0,0,accounting,medium
1482,1.0,0.09,0.77,6,310.0,4,0,0,hr,low
1483,1.0,0.11,0.87,6,254.0,4,0,0,hr,low
1484,1.0,0.44,0.56,2,142.0,3,0,0,hr,low
1485,1.0,0.11,0.88,7,253.0,4,0,0,hr,low
1486,1.0,0.11,0.97,6,260.0,4,0,0,technical,low
1487,1.0,0.45,0.52,2,147.0,3,0,0,technical,low
1488,1.0,0.1,0.96,7,288.0,4,0,0,technical,low
1489,1.0,0.4,0.46,2,160.0,3,0,0,technical,low
1490,1.0,0.38,0.55,2,130.0,3,0,0,technical,low
1491,1.0,0.39,0.56,2,133.0,3,0,0,technical,low
1492,1.0,0.38,0.55,2,160.0,3,0,0,technical,low
1493,1.0,0.38,0.45,2,151.0,3,0,0,technical,low
1494,1.0,0.17,0.75,3,188.0,4,0,0,technical,low
1495,1.0,0.79,0.84,5,247.0,5,0,0,technical,low
1496,1.0,0.1,0.85,7,259.0,4,0,0,technical,low
1497,1.0,0.37,0.48,2,129.0,3,0,0,support,low
1498,1.0,0.42,0.49,2,152.0,3,0,0,support,low
1499,1.0,0.44,0.48,2,128.0,3,0,0,support,low
1500,1.0,0.11,0.83,6,253.0,4,0,0,support,low
1501,1.0,0.39,0.48,2,151.0,3,0,0,support,low
1502,1.0,0.1,0.83,5,271.0,5,0,0,support,low
1503,1.0,0.4,0.46,2,155.0,3,0,0,support,medium
1504,1.0,0.86,0.91,5,245.0,5,0,0,support,medium
1505,1.0,0.37,0.46,2,157.0,3,0,0,support,medium
1506,1.0,0.4,0.51,2,160.0,3,0,0,support,medium
1507,1.0,0.43,0.48,2,149.0,3,0,0,support,medium
1508,1.0,0.88,0.88,5,248.0,5,0,0,technical,medium
1509,1.0,0.44,0.52,2,128.0,3,0,0,technical,medium
1510,1.0,0.87,1.0,4,224.0,5,0,0,technical,medium
1511,1.0,0.4,0.46,2,156.0,3,0,0,management,medium
1512,1.0,0.45,0.52,2,143.0,3,0,0,IT,medium
1513,1.0,0.84,0.93,4,250.0,5,0,0,IT,medium
1514,1.0,0.1,0.68,3,179.0,3,0,0,IT,medium
1515,1.0,0.72,0.99,5,257.0,5,0,0,IT,high
1516,1.0,0.4,0.5,2,127.0,3,0,0,IT,low
1517,1.0,0.45,0.5,2,145.0,3,0,0,product_mng,medium
1518,1.0,0.89,0.98,5,274.0,5,0,0,product_mng,medium
1519,1.0,0.4,0.55,2,131.0,3,0,0,product_mng,medium
1520,1.0,0.38,0.53,2,136.0,3,0,0,product_mng,medium
1521,1.0,0.38,0.47,2,140.0,3,1,0,IT,low
1522,1.0,0.1,0.82,7,265.0,4,0,0,RandD,low
1523,1.0,0.42,0.48,2,148.0,3,1,0,RandD,low
1524,1.0,0.74,0.86,5,262.0,5,0,0,RandD,low
1525,1.0,0.1,0.8,6,261.0,4,0,0,RandD,low
1526,1.0,0.82,0.9,5,248.0,5,0,0,RandD,low
1527,1.0,0.38,0.55,2,131.0,3,0,0,marketing,low
1528,1.0,0.41,0.56,2,160.0,3,0,0,sales,low
1529,1.0,0.4,0.47,2,152.0,3,0,0,accounting,low
1530,1.0,0.83,0.98,4,249.0,5,0,0,support,low
1531,1.0,0.36,0.57,2,144.0,3,0,0,technical,low
1532,1.0,0.75,0.98,4,245.0,5,0,0,management,low
1533,1.0,0.44,0.53,2,146.0,3,0,0,marketing,low
1534,1.0,0.1,0.94,6,297.0,5,0,0,marketing,low
1535,1.0,0.39,0.52,2,148.0,3,1,0,marketing,low
1536,1.0,0.09,0.84,7,260.0,4,0,0,sales,low
1537,1.0,0.4,0.57,2,152.0,3,0,0,sales,low
1538,1.0,0.41,0.54,2,135.0,3,0,0,sales,low
